event_id,overflow_key,company_slug,start_utc,end_utc,duration_min,source,day_utc,window_start_utc,window_end_utc,gauge_id,gauge_label,gauge_distance_km,gauge_method,triangulated_gauges,rain_day_mm,rain_prev24_mm,rain_window_total_mm,rain_window_max15_mm,n_readings_present,n_readings_expected,n_gauges_skipped_stuck,verdict,verdict_basis,rule_version,classified_utc,radar_window_total_mm,radar_3x3_max_total_mm,radar_status,is_final
thames:TWL00102:1713727800000,thames:TWL00102,thames,2024-04-21T19:30:00Z,2024-04-21T20:15:00Z,45,thames_api,2024-04-21,2024-04-20T00:00:00Z,2024-04-22T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1713736800000,thames:TWL00102,thames,2024-04-21T22:00:00Z,2024-04-21T22:30:00Z,30,thames_api,2024-04-21,2024-04-20T00:00:00Z,2024-04-22T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1714462200000,thames:TWL00102,thames,2024-04-30T07:30:00Z,2024-04-30T11:00:00Z,210,thames_api,2024-04-30,2024-04-29T00:00:00Z,2024-05-01T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1714495500000,thames:TWL00102,thames,2024-04-30T16:45:00Z,2024-04-30T17:15:00Z,30,thames_api,2024-04-30,2024-04-29T00:00:00Z,2024-05-01T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1714500900000,thames:TWL00102,thames,2024-04-30T18:15:00Z,2024-04-30T19:45:00Z,90,thames_api,2024-04-30,2024-04-29T00:00:00Z,2024-05-01T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1714508100000,thames:TWL00102,thames,2024-04-30T20:15:00Z,2024-04-30T21:30:00Z,75,thames_api,2024-04-30,2024-04-29T00:00:00Z,2024-05-01T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1715157000000,thames:TWL00102,thames,2024-05-08T08:30:00Z,2024-05-08T09:00:00Z,30,thames_api,2024-05-08,2024-05-07T00:00:00Z,2024-05-09T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.03,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1715160600000,thames:TWL00102,thames,2024-05-08T09:30:00Z,2024-05-08T10:00:00Z,30,thames_api,2024-05-08,2024-05-07T00:00:00Z,2024-05-09T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.03,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730525400000,thames:TWL00102,thames,2024-11-02T05:30:00Z,2024-11-02T07:00:00Z,90,thames_api,2024-11-02,2024-11-01T00:00:00Z,2024-11-03T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0.04,0.05,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730536200000,thames:TWL00102,thames,2024-11-02T08:30:00Z,2024-11-03T02:45:00Z,1095,thames_api,2024-11-02,2024-11-01T00:00:00Z,2024-11-03T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0.04,0.05,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730623500000,thames:TWL00102,thames,2024-11-03T08:45:00Z,2024-11-03T23:45:00Z,900,thames_api,2024-11-03,2024-11-02T00:00:00Z,2024-11-04T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.01,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730709000000,thames:TWL00102,thames,2024-11-04T08:30:00Z,2024-11-04T15:00:00Z,390,thames_api,2024-11-04,2024-11-03T00:00:00Z,2024-11-05T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730738700000,thames:TWL00102,thames,2024-11-04T16:45:00Z,2024-11-05T00:15:00Z,450,thames_api,2024-11-04,2024-11-03T00:00:00Z,2024-11-05T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730795400000,thames:TWL00102,thames,2024-11-05T08:30:00Z,2024-11-05T12:15:00Z,225,thames_api,2024-11-05,2024-11-04T00:00:00Z,2024-11-06T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.01,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730810700000,thames:TWL00102,thames,2024-11-05T12:45:00Z,2024-11-05T13:15:00Z,30,thames_api,2024-11-05,2024-11-04T00:00:00Z,2024-11-06T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.01,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730815200000,thames:TWL00102,thames,2024-11-05T14:00:00Z,2024-11-05T14:45:00Z,45,thames_api,2024-11-05,2024-11-04T00:00:00Z,2024-11-06T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.01,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730821500000,thames:TWL00102,thames,2024-11-05T15:45:00Z,2024-11-05T22:00:00Z,375,thames_api,2024-11-05,2024-11-04T00:00:00Z,2024-11-06T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.01,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730845800000,thames:TWL00102,thames,2024-11-05T22:30:00Z,2024-11-05T23:30:00Z,60,thames_api,2024-11-05,2024-11-04T00:00:00Z,2024-11-06T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.01,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730883600000,thames:TWL00102,thames,2024-11-06T09:00:00Z,2024-11-06T15:15:00Z,375,thames_api,2024-11-06,2024-11-05T00:00:00Z,2024-11-07T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.03,0,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730907900000,thames:TWL00102,thames,2024-11-06T15:45:00Z,2024-11-06T16:30:00Z,45,thames_api,2024-11-06,2024-11-05T00:00:00Z,2024-11-07T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.03,0,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730920500000,thames:TWL00102,thames,2024-11-06T19:15:00Z,2024-11-06T20:15:00Z,60,thames_api,2024-11-06,2024-11-05T00:00:00Z,2024-11-07T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.03,0,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730925900000,thames:TWL00102,thames,2024-11-06T20:45:00Z,2024-11-06T22:00:00Z,75,thames_api,2024-11-06,2024-11-05T00:00:00Z,2024-11-07T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.03,0,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730971800000,thames:TWL00102,thames,2024-11-07T09:30:00Z,2024-11-07T11:30:00Z,120,thames_api,2024-11-07,2024-11-06T00:00:00Z,2024-11-08T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0.03,0.04,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730980800000,thames:TWL00102,thames,2024-11-07T12:00:00Z,2024-11-07T13:30:00Z,90,thames_api,2024-11-07,2024-11-06T00:00:00Z,2024-11-08T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0.03,0.04,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1730993400000,thames:TWL00102,thames,2024-11-07T15:30:00Z,2024-11-07T16:30:00Z,60,thames_api,2024-11-07,2024-11-06T00:00:00Z,2024-11-08T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0.03,0.04,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731008700000,thames:TWL00102,thames,2024-11-07T19:45:00Z,2024-11-07T21:15:00Z,90,thames_api,2024-11-07,2024-11-06T00:00:00Z,2024-11-08T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0.03,0.04,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731059100000,thames:TWL00102,thames,2024-11-08T09:45:00Z,2024-11-08T10:15:00Z,30,thames_api,2024-11-08,2024-11-07T00:00:00Z,2024-11-09T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.02,0.01,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731064500000,thames:TWL00102,thames,2024-11-08T11:15:00Z,2024-11-08T12:30:00Z,75,thames_api,2024-11-08,2024-11-07T00:00:00Z,2024-11-09T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.02,0.01,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731076200000,thames:TWL00102,thames,2024-11-08T14:30:00Z,2024-11-08T15:30:00Z,60,thames_api,2024-11-08,2024-11-07T00:00:00Z,2024-11-09T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.02,0.01,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731091500000,thames:TWL00102,thames,2024-11-08T18:45:00Z,2024-11-08T20:30:00Z,105,thames_api,2024-11-08,2024-11-07T00:00:00Z,2024-11-09T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.02,0.01,0.03,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731147300000,thames:TWL00102,thames,2024-11-09T10:15:00Z,2024-11-09T12:00:00Z,105,thames_api,2024-11-09,2024-11-08T00:00:00Z,2024-11-10T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.03,0.02,0.05,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731155400000,thames:TWL00102,thames,2024-11-09T12:30:00Z,2024-11-09T13:15:00Z,45,thames_api,2024-11-09,2024-11-08T00:00:00Z,2024-11-10T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.03,0.02,0.05,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731232800000,thames:TWL00102,thames,2024-11-10T10:00:00Z,2024-11-10T11:00:00Z,60,thames_api,2024-11-10,2024-11-09T00:00:00Z,2024-11-11T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.1,0.03,0.13,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731267900000,thames:TWL00102,thames,2024-11-10T19:45:00Z,2024-11-10T20:15:00Z,30,thames_api,2024-11-10,2024-11-09T00:00:00Z,2024-11-11T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.1,0.03,0.13,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731316500000,thames:TWL00102,thames,2024-11-11T09:15:00Z,2024-11-11T09:45:00Z,30,thames_api,2024-11-11,2024-11-10T00:00:00Z,2024-11-12T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.01,0.1,0.11,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1731400200000,thames:TWL00102,thames,2024-11-12T08:30:00Z,2024-11-12T10:45:00Z,135,thames_api,2024-11-12,2024-11-11T00:00:00Z,2024-11-13T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.01,0.01,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00102:1735119000000,thames:TWL00102,thames,2024-12-25T09:30:00Z,2024-12-25T14:30:00Z,300,thames_api,2024-12-25,2024-12-24T00:00:00Z,2024-12-26T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0.07,0.22,0.03,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1735138800000,thames:TWL00102,thames,2024-12-25T15:00:00Z,2024-12-25T15:45:00Z,45,thames_api,2024-12-25,2024-12-24T00:00:00Z,2024-12-26T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0.07,0.22,0.03,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1735143300000,thames:TWL00102,thames,2024-12-25T16:15:00Z,2024-12-25T17:00:00Z,45,thames_api,2024-12-25,2024-12-24T00:00:00Z,2024-12-26T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0.07,0.22,0.03,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1735150500000,thames:TWL00102,thames,2024-12-25T18:15:00Z,2024-12-25T19:00:00Z,45,thames_api,2024-12-25,2024-12-24T00:00:00Z,2024-12-26T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0.07,0.22,0.03,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1735156800000,thames:TWL00102,thames,2024-12-25T20:00:00Z,2024-12-25T21:00:00Z,60,thames_api,2024-12-25,2024-12-24T00:00:00Z,2024-12-26T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0.07,0.22,0.03,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1735165800000,thames:TWL00102,thames,2024-12-25T22:30:00Z,2024-12-25T23:15:00Z,45,thames_api,2024-12-25,2024-12-24T00:00:00Z,2024-12-26T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0.07,0.22,0.03,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1735896600000,thames:TWL00102,thames,2025-01-03T09:30:00Z,2025-01-03T12:15:00Z,165,thames_api,2025-01-03,2025-01-02T00:00:00Z,2025-01-04T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.14,0.07,0.21,0.11,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.02,0.06,complete,true
thames:TWL00102:1736837100000,thames:TWL00102,thames,2025-01-14T06:45:00Z,2025-01-15T03:15:00Z,1230,thames_api,2025-01-14,2025-01-13T00:00:00Z,2025-01-15T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.05,0.05,0.03,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737080100000,thames:TWL00102,thames,2025-01-17T02:15:00Z,2025-01-17T02:45:00Z,30,thames_api,2025-01-17,2025-01-16T00:00:00Z,2025-01-18T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.2,0.2,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737085500000,thames:TWL00102,thames,2025-01-17T03:45:00Z,2025-01-17T04:15:00Z,30,thames_api,2025-01-17,2025-01-16T00:00:00Z,2025-01-18T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.2,0.2,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737103500000,thames:TWL00102,thames,2025-01-17T08:45:00Z,2025-01-17T14:45:00Z,360,thames_api,2025-01-17,2025-01-16T00:00:00Z,2025-01-18T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.2,0.2,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737126900000,thames:TWL00102,thames,2025-01-17T15:15:00Z,2025-01-17T23:30:00Z,495,thames_api,2025-01-17,2025-01-16T00:00:00Z,2025-01-18T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.2,0.2,0.01,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737193500000,thames:TWL00102,thames,2025-01-18T09:45:00Z,2025-01-18T17:15:00Z,450,thames_api,2025-01-18,2025-01-17T00:00:00Z,2025-01-19T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737226800000,thames:TWL00102,thames,2025-01-18T19:00:00Z,2025-01-18T22:45:00Z,225,thames_api,2025-01-18,2025-01-17T00:00:00Z,2025-01-19T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737279000000,thames:TWL00102,thames,2025-01-19T09:30:00Z,2025-01-19T17:30:00Z,480,thames_api,2025-01-19,2025-01-18T00:00:00Z,2025-01-20T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0,0.15,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.04,0.08,complete,true
thames:TWL00102:1737311400000,thames:TWL00102,thames,2025-01-19T18:30:00Z,2025-01-19T20:45:00Z,135,thames_api,2025-01-19,2025-01-18T00:00:00Z,2025-01-20T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0,0.15,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.04,0.08,complete,true
thames:TWL00102:1737321300000,thames:TWL00102,thames,2025-01-19T21:15:00Z,2025-01-19T22:30:00Z,75,thames_api,2025-01-19,2025-01-18T00:00:00Z,2025-01-20T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.15,0,0.15,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.04,0.08,complete,true
thames:TWL00102:1737363600000,thames:TWL00102,thames,2025-01-20T09:00:00Z,2025-01-20T11:00:00Z,120,thames_api,2025-01-20,2025-01-19T00:00:00Z,2025-01-21T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.15,0.15,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.04,0.08,complete,true
thames:TWL00102:1737372600000,thames:TWL00102,thames,2025-01-20T11:30:00Z,2025-01-20T12:00:00Z,30,thames_api,2025-01-20,2025-01-19T00:00:00Z,2025-01-21T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.15,0.15,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.04,0.08,complete,true
thames:TWL00102:1737388800000,thames:TWL00102,thames,2025-01-20T16:00:00Z,2025-01-20T16:30:00Z,30,thames_api,2025-01-20,2025-01-19T00:00:00Z,2025-01-21T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.15,0.15,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.04,0.08,complete,true
thames:TWL00102:1737405900000,thames:TWL00102,thames,2025-01-20T20:45:00Z,2025-01-20T22:00:00Z,75,thames_api,2025-01-20,2025-01-19T00:00:00Z,2025-01-21T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.15,0.15,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.04,0.08,complete,true
thames:TWL00102:1737448200000,thames:TWL00102,thames,2025-01-21T08:30:00Z,2025-01-21T10:00:00Z,90,thames_api,2025-01-21,2025-01-20T00:00:00Z,2025-01-22T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.21,0,0.21,0.1,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737456300000,thames:TWL00102,thames,2025-01-21T10:45:00Z,2025-01-21T12:30:00Z,105,thames_api,2025-01-21,2025-01-20T00:00:00Z,2025-01-22T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.21,0,0.21,0.1,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1737539100000,thames:TWL00102,thames,2025-01-22T09:45:00Z,2025-01-22T10:45:00Z,60,thames_api,2025-01-22,2025-01-21T00:00:00Z,2025-01-23T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0.21,0.21,0.1,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00102:1738822500000,thames:TWL00102,thames,2025-02-06T06:15:00Z,2025-02-06T06:45:00Z,30,thames_api,2025-02-06,2025-02-05T00:00:00Z,2025-02-07T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.11,0.14,0.25,0.1,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.01,complete,true
thames:TWL00102:1738827000000,thames:TWL00102,thames,2025-02-06T07:30:00Z,2025-02-06T15:45:00Z,495,thames_api,2025-02-06,2025-02-05T00:00:00Z,2025-02-07T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.11,0.14,0.25,0.1,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.01,complete,true
thames:TWL00102:1738858500000,thames:TWL00102,thames,2025-02-06T16:15:00Z,2025-02-06T23:45:00Z,450,thames_api,2025-02-06,2025-02-05T00:00:00Z,2025-02-07T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.11,0.14,0.25,0.1,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.01,complete,true
thames:TWL00102:1739435400000,thames:TWL00102,thames,2025-02-13T08:30:00Z,2025-02-13T11:30:00Z,180,thames_api,2025-02-13,2025-02-12T00:00:00Z,2025-02-14T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.01,0.02,complete,true
thames:TWL00102:1739480400000,thames:TWL00102,thames,2025-02-13T21:00:00Z,2025-02-13T21:30:00Z,30,thames_api,2025-02-13,2025-02-12T00:00:00Z,2025-02-14T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.01,0.02,complete,true
thames:TWL00102:1739524500000,thames:TWL00102,thames,2025-02-14T09:15:00Z,2025-02-14T10:45:00Z,90,thames_api,2025-02-14,2025-02-13T00:00:00Z,2025-02-15T00:00:00Z,6a43c101-4972-4491-8e67-3fa99a097cf1_248332TP,Shorncote,0.33,nearest,,0.07,0,0.07,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,1.17,1.43,complete,true
